,tweet_text,sentiment
71083,vi mai raccontato quando chiamato giocare dovevo girare pollo forno rifiutato poi ripiegato ,-1
26254,a roba schiuma e scappata mano juveverona my7h,-1
34418,caz o servito niente ,-1
45980,si ribellano pesci mercato vetri vengono nemmeno puliti ,-1
7361,sul tiro linea fatto incazzare pero magari coperto scarico soffrendo adesso giochiamo completamente caso cambiare assetto ogni azione subita controproducente ,-1
126592,a manco considerano pe ste cazzate poraccitudine,-1
62088,mi dispiace tantissimo giocatore fantastico romanista penso cavolata colossale grazie tutto,-1
46044,pessimo koulibaly applaude quel juventino mazzoleni ancora volta esibito show incredibile seconda espulsione quel morto andava lasciato casa giocando e allucinante levare deluso,-1
135719,presenze immeritate specie ultime due,-1
70989,e bello festeggiare scudetto cartone vergognate nemmeno po ridicoli dovreste essere radiati siete cancro calcio italiano ladroni ,-1
157461,juventino de sostanza ricordo gol decisivo l inter amero mai nessun giocatore amato parte allegri castrato juve mandandolo via fa grave errore auguro cuore sfondare premier ,-1
46039,siamo koulibaly grande giocatore a fanculo gente merda buuuu poi quando segna giocatore nero esultano stato figlio questa e demenza societa merdosa viviamo oggi ,-1
16865,niente allinter va giu santon cristodio peggio,-1
34333,mertens sforna assist lukaku passato nemmeno palla dries quei grandi pezzi merda,-1
126630,assolutamente no gia dato benvenuto operazione rovina cio buono stato fatto detto infastidito distrazione certe cose rispetto subito vinto qualcosa frattempo potevo quasi starci ,-1
7228,dopo dato rigore callejon bologna parla ancora ridicolo,-1
95231,non fare cazzate resta oppure tornatene inghilterra,-1
70999,che falso eliminato tweet precedente ,-1
95233,quando finito vacanze cazzo scrivere messi proprio male ,-1
46032,attaccate ar cazzo pezzo merda,-1
126622,su d accordo ricordo presidenti quando squadra compra giocatore e parliamo migliore o secondo coscienza secondo massimo sente bisogno dire potevamo prendere noi stato offerto prima pero costa troppo ecc ecc,-1
34364,torna no ,-1
71003,guarda ce dargli palla puo prenderla centrocampo andare fino porta solo centrocampo funziona difensori stupidamente alti poteva entrare maradona bei tempi partita perdevano stesso ,-1
7218,non credo proprio purtroppo ,-1
46029,il calciatore inutile sopravvalutato d europa quando bisogna tirar fuori attributi nasconde sempre decisivo solo squadrette sempre continua palleggiare ,-1
146446,pero nn possiamo fare sempre cosi ora leo paolo molto male gestione rapporti stampa lasciata quasi totalmente gattuso ch pessimo higuain va via dopo soli 6 mesi brutta figura inutile girarci intorno ,-1
34348,perche giustificando continui insulti giocatori tifosi nostri peggio veramente stupido sapete leggere litaliano comprendete differenza giocatori tifosi ,-1
71013,vo muffa,-1
157492,finche italia due pesi due misure scattera quel pensiero nessuno diverso finiranno cori razzisti west ince venivano certo coccolati indipendentemente risultato prendiamo esempio altri campionati vergogna,-1
157496,ti chiedo scusa nome animali italiani grande civile calciatore mai subito schifezze animali chiedo scusa animali paragonando sottospecie persone loro,-1
71016,se potessi tenere terrei graffiato ultimi 2 anni sopratutto graffiato uccidere quando dovevamo farlo calciomercato,-1
157500,la maglia tiratissima vede quasi strappando mentre zaza butta fa bene cordina dosi perfettamente alexandro qualsiasi arbitro incappato nell errore ,-1
105051,5 5mln ripeto 5 5mln speso peccato venuto corsa ,-1
113409,mi vergogno profondamente insulti gridato dato grande lezione intelligenza dignita aspettavo provvedimenti seri parte federcalcio coni varie autorita invece no vergogno questo ,-1
7199,come solito complotto caso decidere quando segnare visto dispiaciuto dice tv spazzatura razzisti tifosi gioca lealta no decide campionato altro ,-1
95248,la cazzata settimana ,-1
46015,perche buu razzisti fare spettacolo vuol far credere altro caso buu insigne cosa erano razzismo confronti puffi ,-1
26307,a me sembra casino mai visto senso prendere cr7 poi dovremo smontare squadra poi adeguarla riuscira prendere mercato temo marcelo pogba godin prendibili cr7,-1
157585,bastardo lecca cazzo piuttosto se vincevate mai ,-1
34230,appunto non l ha nemmeno interrotta e problema fantastico mazzoleni mostrato sensibilita minimo senso civico interrompendo partita probabilmente reagito quell applauso giocate 60 000 ululano contro,-1
135644,malox plus offerta frustrati rosiconi codice sconto cr7,-1
16641,grazie paio gonadi ceduto lennesimo pezzo incedibile far cassa vergognatevi,-1
105237,ma ancora perdi tempo frustrato lascialo perdere tanto abituato,-1
113128,la cosa inconcepibile addetto lavori documentato protocollo var oppure finga disapplicato rasoio hanlon dice inutile attribuire dato comportamento malizia sufficiente stupidita fa pessimo servizio se stesso cosi,-1
34077,lapadula gia venduto e prox anno dovuto incassare soldi ricordo bene x riguarda bacca vuoi vedere villareal c era qcn migliore pippa peggiore ipotesi vendevi poco niente senza contropartite,-1
62294,buffone merda pure benvenuto schifo ,-1
62291,da milanese interista chiedo scusa imbecilli ieri insultato milanesi veri interisti questi ,-1
70713,non credo seriea improvvisamente diventata prediletta top players solo ragione fiscale buon versera stato italiano solo 100 000 annui c e altro aggiungere cr7,-1
85585,salah deluso finora mondiali potrebbe riscattarsi segnando arabia saudita giocato soltanto partita partita d esordio cuper preferito lasciarlo panchina salah preferito giocato ora puo solo tornare casa,-1
46261,si insulto ,-1
126900,tu problema mezzi comunicazione sbagliata tifosi juventini insultano bonucci allegri piu metta insulto proprio nessuno piacciono ste cose continuo pensare peggio possibile higuain ,-1
26468,onestamente si con squadra devi puntare champions puo perdere purtroppo campionato ancora avanti ma mercato finito valutazioni fine magari ora vendono altre rispondono ,-1
70722,matuidi delusione vince coppa,-1
157128,dopo carlino matrioska duri volta nogood ,-1
95030,ai deficienti ignoranti frustrati falliti cori koulibaly migliore campo altri dando troppa importanza gridano cornuti figli puttana tutti vogliamo fermare qui ,-1
126892,queste foto po inquietanti ,-1
157133,sei povero coglione,-1
135555,sembrava strano tiravano fuori 100 cash l ultimo giocatore preso pagando subito mandzukic 17 ancora prima tevez 12 dioporco proprio sti qua dovevi andare ,-1
85569,e saltato cosi tanto fuori tempo l hanno dovuto spingere imbarazzante uso cervello,-1
53291,il trasferimento l e meritato tutte cazzate fatto darlo all inter quel prezzo parte giocatori meritato trasferimento prima comportamento sleale campo eppure ancora qua casino societa,-1
157142,sei cessione peggiore vita oltre essere fortissimo me penso molti altri tu rappresentavi roma,-1
113160,pezzo merda bastardo infame traditore cazzo coniglio bastardo ,-1
105213,a crotone ce solo squadra rossoblu resto solo fuffa razzista pochi idioti,-1
62269,l impressione quella molto molto approssimativo controllo palla forse colpa campo approccio generale piuttosto negativo,-1
113166,ma stadio ieri finiscila scrivere cazzate,-1
16675,da lato devastato vendita grande sempre dall altro contento perche arrivando grandissimi giocatori pero tenete prego ,-1
62267,purtroppo volta servira lezione eliminazione cosi casa davanti fa male malissimo eterno onore capitano interpsv,-1
146674,ieri dato cinquanta centesimi capisco fottuto parabrezza auto ancora sporco lavoro forza ,-1
70743,a zero me prenderei solo zero eh,-1
157157,lui voluto piange livello sportivo societa livello economico purtroppo ,-1
26486,kalidou grande tifoso campano dico appena puoi lascia l italia vai campionati degni paese malato incivile razzista merita forzanapolisempre koulibaly difendolacitta,-1
126929,sei inutile cone goal noi,-1
26489,caro koulibaly ammonizione successiva espulsione c entra nulla buuuuu 4 ultra solo interrotto contropiede fallo tattico violento pensa simpatico per gol juve brogli razzismo ,-1
85621,non assolutamente attacco scuso stato percepito cosi solo po rammarico caro pietro stimo davvero tanto solo rabbia frustrazione parte higuain sembra arrivati altri top ,-1
113053,hai detto cavolata nainggolan all estero vuole andare rimane roma va all inter cifra dice monchi 29 mln,-1
157010,al volo bene ,-1
7623,pensate solo soldi solo soldi pensate solo soldi,-1
135482,ai mondiale potevo ricevere notizia piu bella,-1
34013,ho domanda quanto incide comportamento inumano razzista tifosi violenti assassini modo fare propaganda essere cosi bieco malvagio innominabile scrivo nome aumentarne visibilita koulibaly e fratello ,-1
46340,credo martinez capisca nulla peggio spiace meritava delusione ultima possibilita mondiale l affetto romanisti so ridurra rabbia dobbiamo ,-1
113063,ridicoli fino fine maggio appecorati sempre voi quel cazzo di ninja finire quel giornale va bene manco quando vernici casa cartonati cazzo 3 2 1 boooooooom,-1
34021,tu 1990 quando 3 anni bocca ancora sporca latte napoletani carovane finti funerali juventus quindi cio dovrebbero dire e cattivo gusto brutta copia ,-1
105279,mi sembra l offerta 90 milioni confermata fronte un offerta semplicemente ridicola prendere nemmeno considerazione,-1
70640,giocano malissimo devono baciare piedi matador pistolero,-1
105277,ma insultare giocatori capisco all inter arriva l offerta giusta cede volevano prestito insultate guadagnate eh ,-1
85668,questi figli puttana han fatto 1 tiro porta 1 uno asamoah spero ogni secondo tocchi campo venga insultato senza pieta alcuna deve scappare notte primo giorno mercato gennaio vattene via indegno gobbo merda,-1
113075,non capisco senso ,-1
46319,a me fa schifo riguarda juve passi sempre secondo piano silenzio tutte parti muove qualcosa laggiu apriti cielo,-1
46239,orgogliosissima medhi squadra purtroppo vince sempre merita,-1
53249,sta cosa cr7 sfuggendo mano sento parlare ovunque dedicate mezz ore intere programmi calciomercato prego dovesse succedere fatelo fretta vivendo esattamente bene ,-1
34045,vorrei condividerlo nuova acconciatura riesco what strike ,-1
85642,non traduco so gia significato ,-1
16617,razionalmente immagino poter capire xche societa voluto cedere ma fa cmq male vorrei tanto modo x riportarlo giallorosso,-1
62320,se cr7 giocatore normale puo giocare solo qualche torneo calcetto over40 pare ancora brucia quel rigore commesso ,-1
62318,fate test pure marmaglia fuori intona lavali fuoco invece gioire campione ps macchina dell elettroencefalogramma funziona proprio piatto segnale feccia societa collusi ponete rimedio vergognatevi,-1
135515,ammazza chiacchierate e monchi adesso va bene sabatini andava bene prade andava bene ma ca volete sfuggendo cosa importante la as roma maglia sempre solo tifero altri vanno vengono ,-1
70676,e abbastanza delirante ,-1
157069,pero difesa oltranza fassone mirabelli va neanche bene eh ,-1
26498,anche sbaglio sto giro ammazzo,-1
85626,daje enri nun piagne stavolta bene,-1
135521,quindi problema resta manciata centesimi tasca vanno finire varriale sembra po rivoluzione fatta sacchetti supermercato 1 cent tanta roba piace riempirvi bocca stronzate,-1
113112,ma continuate dire cavolate quei soldi prendo milinkovic savic mercenario ingrato ,-1
26495,chi ama calcio sa forte pensa colore pelle ne colore maglia insultato feccia ,-1
7564,cerca organizzarti oltre 30ml  l anno guadagni vanno bene gia iniziato vergogna i ragazzi disoccupati poi rolex attico new york torino va bene porsche fottuto ,-1
113090,era tanto farli incazzare prenderei tutte due javier sempre debole penso proprio fatto nettamente meno possibilita ricordava kaka movenze palermo pero parigi fatto bene solo allinizio poi imborghesito,-1
16681,l italia s juve ma smettetela cavolate,-1
95049,potevano fare solo quella insigne diventato barzelletta dopo frase sn abituati perdere nn mai vinto neanche all oratorio ,-1
135569,che faccina triste sofferente ,-1
157256,se prenderei ancor gusto pensa fa gol esulta ,-1
95108,aria fresca pulita tirano merda addosso tutti se uefa rifuta settlemnt volountary cazzo vedete aria fresca pulita nn parlare mirabelli 240 mln spesi finire sesti e scrivo odiavo galliani mafioso ,-1
62205,cambiando l ordine addendi risultato cambia asino cazzo presentavamo insigne jorginho ,-1
85455,speriamo all ingresso bloccano nuovo tutto qualche anno fa gia iniziativa maschere koulibaly entrare tornelli sequestrarono tutto,-1
126790,vedi paul soldi felicita ora ostaggio mou bene traditore,-1
53347,pessimo inguardabile indecente l ex napoletano duvan zapata talmente scarso essere neanche convocato ,-1
34195,il prezzo fa mercato decide alzata mano fa societa vende poi altri cercare tirare giu prezzo accettare neanche basi parlano ,-1
113259,ora venderete fanculo merde romanista ,-1
26399,ahahahahahahahah no vabbe morendo,-1
85446,lascia parlare idioti continua cosi n1 sempre ,-1
85445,correa primo minuto trovo sempre superfluo determinante panchina irritante dall inizio cambia modulo capisco ripartire certezze scorso anno 2 partite 2 assist invece correa minuto sembra felipe 2017 18,-1
126783,ma ovviamente pogba deve ridurre l ingaggio se invece preferisce guadagnare soldi rimane marcire utd dici serve centravanti va via higuain me no perche gioco allegri tanti palloni viene depotenziato dybala,-1
70841,se ufficializzato potrebbe essere convocato quindi senso scriverlo,-1
105151,e detto pure io gia solo stipulare contratto genere pieno clausole vogliono minimo 2 mesi deficienti pensano un operazione genere giro 10 giorni idea soldi smuovono fca cr7 ,-1
146600,si proprio corso giulio cesare corso importante adesso e delusione sensi ,-1
62196,alla fine volevo significare spiego esempio tavola ben apparecchiata commensali fa rutto qualcosa peggio ognuno presenti sa fronte difficilmente qualcuno dira maiale stesso sa ,-1
7391,hai coraggio parlare dopo figura bidone pochi inutile dici vuoi tornare tranquillo vogliamo ,-1
34210,perche devo sembrare mamme difende propri figli sempre comunque cristiano vita pero volta sbagliato posso amarlo pure tutte cellule sbagliato me sbagliato dico torto punto,-1
85430,presidente solo ancelotti basta per provare vincere vogliono ancora 1 2 campioni a meno ogni anno voglia solo qualificazione champions ottavi quarti finale coppa personalmente disdetto sky campionato cosi noioso pago,-1
16765,lei peggio peggio,-1
7383,psicodramma milano fra crisi pianto urla disperate l ha costretto andarsene ce l ha coscienza vergognatevi ,-1
146578,lasciate perdere personaggio falso cose scrive incompetenza malafede cervello orgasmo idiozia ,-1
146577,giusto denunciare generalizzare offensivo confronti chi me sempre preso distanze stupidi responsabilita chi anziche smorzare toni fa altro alimentare ignoranti prendete esempio maestro ,-1
62189,e sapone prodotto odiate ,-1
126765,mou andato 30 milioni saccoccia tanto economico sembra altro penso spogliatoio pugno ,-1
135640,dovrebbero ammonire giocatori palesemente fingono chissa malore accasciano terra perdere tempo secondo tempo durato no 15 minuti e stata vergogna,-1
146573, pensa lui amicizie camorristi e peggiori dittoatori pianeta vedi maduro chavez castro e infine tra sniffata coca trans l antisemita sto drogato taci ,-1
146570,tutti scrivono dicono contrario cio scritto vergognati secondo me po juventino dentro ,-1
95129,io ancora riuscito collegarmi prenderla,-1
85414,il primo giallo poi ineccepibile porta video poi vediamo disonesto siete sempre inferiori fatevene ragione inutile cercare scuse,-1
70847,all andata massacrato ritorno smesso giocare ,-1
95137,sara ritardo troppo pero sembra esagerato metterlo fuori rosa mossa controproducente,-1
70823,ne 30 e intasato pure store on line,-1
7422,con rispetto dire la juventus passo avanti carriera dopo giocato manchester united real madrid sembra po stronzata,-1
135570,sono 17 00 7 7 niente dire cristianoronaldo uscitelooooo ansia,-1
46229,corrompono uefa farsi ammettere europa league superano nemmeno girone ritardati milanisiti,-1
146662,stanno rosicando napoli tenuti stecchetta fino all ultimo 38447 punti stati costretti rubare fake football mondovisione sputtanandosi e oltrettutto con napoli mollava potuti concentrare meglio champions ,-1
70760,e quindi nascono milioni de bambini mondo situazioni decisamente peggio sua cmq leggevi bene battuta ironica lui sicuramente nessuno voleva manca de rispetto figlio nun me pare tanto difficile capi ,-1
62255,ci tifosi tifosi tifo inter sinceramente me frega niente giocatori sinceramente parlando solo amareggiato nulla piu dovesse partire skriniar x altri ininfluente tempi bandiere finiti ,-1
70762,mi mancava stronzata domenicale varriale pero quando episodi favore napoli menzioni mai var giornalista ottava categoria estremamente fazioso,-1
62249,assolutamente d accordo secondo me vergognoso vinto oltretutto nell anno di,-1
135586,beh schifo farebbe,-1
16702,quel peggio e andato via solo esclusivamente soldi andato societa migliore capito scelta tecnica stata senza senso so tardi pentirsi meno ormai lui noi ,-1
53317,dott varriale anni puo distrutto gioco bello bel mondo assegnassero campionati prima iniziare l importante vedere sempre tutte partite juve schifo basta ,-1
16707,poi interessante capire stirarti femore giocando mai allenandoti solo boh voglio bene momento parlare societa dire chiaramente possono contare lui prima squadra ,-1
26432,povero dice somiglia pure son daccordo,-1
46206,si solo pe pisciaje dischi ,-1
7462,per cui campionato falsato prossimo dovrebbe tenere occhio vigile bianconeri ,-1
146605,pero ognuno parte forse comunque sempre spettacolo disgustoso quando autori dovrebbero tifare squadra senti colpa c entri nulla ,-1
95077,li vedo tocchi ruvidi stop talvolta approssimativi ma noto parte attaccanti divertono poco duelli quasi vinti che lesterno offensivo davanti puo giocare modo propositivo attacco ce sempre,-1
70792,ieri sentita mancanza quel ciola morta pjanic senza te vale ulteriormente cazzo,-1
7446,si vergogni abbia l umilta stare silenzio di fronte morto vada guardare tweet scritti odio verso juventus tifosi si ravveda perche formentato odio,-1
70802,o mandi prestito speranza rivalorizzi spera piu nemmeno societa credo forse disposti fare 1 minus ora piuttosto doverlo dare via 5mln l anno prox cmq credo valuteranno base situazione fpf altre eventuali plusvalenze ,-1
34169,la discriminazione territoriale abominio giuridico ,-1
34170,tu meriti essere capitano real non campione,-1
34171,zaza secondo terzo attaccante io arrendo punto il top arriva purtroppo ,-1
26414,stai cercando insultare campionato dire compagni squadra portogallo campionato troppo debole campionato cosi debole essere giocatore calcio ,-1
85486,l accademia crusca l ha spiegato deriva frutto arancia forma deriva dall albero arancio mica mangi albero giusto mangi frutto quindi arancina spiego resto coloro ancora capisce emerito grandissimo cazzo ciao ,-1
85484,ti ripeto altre squadre soldi prendere neymar mbappe ecc oggi cr7 campionato italiano serve niente ps diritti stati gia assegnati diceva prima stefano ,-1
62217,dovrebbe fregartene invece coppa vincerete mai squadretta arrivata li ne perche campi periferia dovreste giocare ,-1
53339,bel discorso d accordissimo te fatto matuidi oppure benatia me sembra varie tonalita colore giusto ,-1
146609,da interista posso dirti stato migliori se migliore squadra spiace pseudo tifosi squadra cori razzisti vergognata sentire quei cori meriti ne nessun altro,-1
146608,con piccola differenza fa niente quisquilie,-1
62213,sono andato sentirla imbarazzante davvero ,-1
16721,onestamente si molto peggio bologna paghiamo generale gioco offensivo insufficiente indipendentemente modulo attiviamo bene punte,-1
53226,manca comunicato ancora dopo intera giornata casa milan giorno chiudere prestito mancano ancora pedine sembra vada bene,-1
7126,vorrei dire l investimento tanto fca come asseriva oggi vale bianconeri punto vista calcistico ,-1
157590,tu grande mazzoleni comportato spocchioso uomo merda scusate termine riguardate atteggiamento spocchia ma permetti fare sfotto sottoscritto padreterno alza rosso indica l uscita fatelo mai arbitrare semina odio ,-1
34729,non mai riuscito manco football manager male,-1
84789,forse capito smentito titolo tuttosport trattativa ah quando volpe arriva all uva ,-1
61789,ma cosa cazzo state figli puttana ,-1
45673,ma due coglioni eh po quel cazzo vuole stanza ascoltare trinariciuti te ,-1
71434,niente arrivo vedere fine roba sento male,-1
136050,dal titolo sembra odi cosi tanto sarri scappare subito arrivo ,-1
126174,sottoscrivo purtroppo ,-1
158026,sono imbarazzato,-1
146065,questanno si va avanti peggio sara,-1
17201,comunque nonostante ritardi audio lenorme delusione provocato ultimi giorni continuero aspettarti fino quando vestirai maglia dellinter famiglia perdoniamo tutti pronti gioire insieme qualora dimostrassi campo ,-1
26018,rosa spero vivamente vada fine altrimenti figura merda ennesima riprenderanno mai piu,-1
158038, ancelotti abbiamo chiesto procura federale tre volte sospensione partita cori razzisti stati fatti annunci partita andata avanti  agitato nervoso va bene internapoli koulibaly racism,-1
34745,a modo solo parlare juve irrispettoso verso tutti vero meglio cederti ,-1
113818,benissimo quindi castelvolturno posso andare io libera agosto meglio tornando seri sa amico sparnelii scrivendo l opposto scrive lei ,-1
34749,ma vaffanculo forte scorretto,-1
158046,e gente rappresenta gente spara bambina poi va raccontare ha sbattuto non meritano ne sprechi campo ne tifo miliardo volte meglio subumani,-1
146056,da interista esprimo sostegno solidarieta razzisti no pasaran ,-1
158048,cr7 mandzu pesano fuori casa scopri che se giocato croato fatto sfaceli problema riuscite capire ,-1
17212,mi sa maglia no 4 appartiene gia qualcunaltro ,-1
126152,non fare vittima fatto stronzata meritato andare fare doccia non usare scusa razzismo entra nulla,-1
113828,ipocrita sei deluso perche capitano ieri fermato partita kalidou attento falsi messaggi amicizia,-1
158059,sta cosa l ho sentita gia altre volte passato davo peso preso cr7 all epoca diventato e successo capito henry ricordate c e l avevamo casa l abbiano sfruttato mai troppo tardi ,-1
