,tweet_text,sentiment
347, abbiamo avuto 2 match point e li abbiamo fallito entrambi direi che la responsabilità è la nostra poi tutti i discorsi legati a liste uefa gol di kane al 90 etc non li voglio sentire ,-1
163098,ciò che delude non è la cessione di strootman in sé come non lo erano quelle di e tutte giustificate e giustificabili quanto le modalità da supermercato anzi da take away fiducia in ma stavolta parli chiaro,-1
41310,cara da evitare inutile e impalpabile e poi basta con sti portoghesi o sono scarsi come o sono infami come cancelo,-1
47500, loser loser loser loser hahahahahahhaahahahhahahahahahahahahahahajajajajajjajajajajajaajajajajahahahahah,-1
85389,è così triste andare a vedere i mi piace di e trovare tutti tweet dei romanisti e nemmeno uno di un interista fomentato dal suo arrivo sempre uno di noi anche da avversario mi mancherai tantissimo ci hanno portato via una delle poche certezze di questa swusdra,-1
2991, scarto indesiderato sarà lei higuain dovrebbe querelarla x questa affermazione con cr7 lui avrebbe poco spazio lo sa e avendo offerte si guarderà attorno la juve non lo scarta come dovrebbe invece fare la tv di stato con lei vergogna ,-1
89574, eh guarda è imbarazzante per chiunque ,-1
43179, e nooo basta tacere e quello che vogliono i ladroni invece bisogna alzarla la voce il più possibile perché questa vergogna italica deve finire juve merda ,-1
90091, ma siete seri cioè neanche un piccolo trafiletto sul credo siate l unico giornale italiano a non menzionare proprio oggi dire che sono basito è un eufemismo anche migliore calciatore ma figuriamoci se merita 2 righe assurdo,-1
47969, grande truffa come sempre vi dovrebbero far sparire dal calcio siete la vergogna del calcio ,-1
84815,per adesso nulla di confermato ma se la tua intenzione sarà quella di vendere ti assicuro che per tutto il campionato sarò il tuo incubo peggiore vendi chi ti pare ma non radja ,-1
5226, che schifo ,-1
90101, ancora un altro guarda un pò non sapete chi comprare ah ah ah siete ridicoli,-1
2359, appena indosserai la maglia nerazzurra inizieranno tutti a insultarti e a parlare male di te nel privato e dentro il rettangolo di gioco questa maglia va indossata con la corazza non te lo scordare solo così potrai uscirne indenne forza fenomeno ,-1
5219, ladri per questo sempre la seconda di milano e solo buona squadra non sarano nunca un top team vergogna ,-1
127275, l’as roma ha pure la faccia tosta di ringraziare radja ipocriti,-1
41335, mi ero ripromessa di non versare più una lacrima per la partenza di un giocatore ma stavolta non ce la faccio non riesco a smettere di pensare che non vestirai più la nostra maglia ricordo ancora il tuo esordio in coppa italia con la maglia giallorossa ero lì ,-1
126790, vedi paul i soldi non fanno la felicità ora sei ostaggio di mou e ti sta bene traditore,-1
163665, giù le mani da gobbo bastardo,-1
128910, l ingratitudine è una brutta cosa te ne accorgerai bimbo,-1
45393, decisione var ridicola se non si faceva gol non c era nessun fallo inaccettabile ,-1
163067,hai visto se te facevi i cazzi tua e a trigoria non c annavi t eri risparmiato sta cacatura de cazzo,-1
3060, this is anfield ora hai capito cosa vuole dire clown,-1
85430, presidente solo ancelotti non basta per provare a vincere ci vogliono ancora 1 o 2 campioni a meno che lei come ogni anno non voglia solo la qualificazione champions e gli ottavi o quarti di finale in coppa personalmente ho disdetto sky un campionato cosi noioso non lo pago,-1
163758, non si prende a calci la palla da basket ignorante,-1
121498,ditemi che non é vero vi prego ditemi che é solo un brutto incubo io voglio che rimangano entrambi ,-1
87979, ha già scelto sei un po disinformato a quanto vedo,-1
125350, dc e è anche della juve che sfiga hai nemmeno la riserva faceva ora ti tocca sperare che almeno non vinca il mondiale che ne pensi ,-1
87175,manca davvero poco solo due giorni e tu sarai da noi non vedo l ora ,-1
127344, io tutti questi soldi glieli darei solo per non farlo venire ,-1
46029, il calciatore più inutile e sopravvalutato d europa quando bisogna tirar fuori gli attributi si nasconde sempre decisivo solo contro le squadrette e non sempre continua a palleggiare ,-1
162988, rigore ridicolo penso che nessuno lo neghi,-1
87178, cazzo fai le dirette nello spogliatoio capisco che tu abbia invidiato le dirette di ma non avete vinto niente laziointer ,-1
163737, cambio sprecato,-1
5125, lotito sogna di vendere sms ai prezzi di e poi si sveglia tutto sudato,-1
87180, anche a 00 03 sei terribile ahahaha scherzi a parte nulla non mi risulta nessun interesse concreto per il momento ma nelle prossime ore mi aggiornerò di nuovo e vediamo che salterà fuori ,-1
122889,la pochezza tecnica della colombia senza è imbarazzante colombiainghilterra,-1
48048, fai schifo i soldi e la popolarità ti hanno dato alla testa vergognoso ciò che ho visto nella partita contro il messico,-1
90176,così non viene neanche da noi che uomo inutile mou ,-1
84735, chi compra e chi cede all inter vergogna ,-1
459, bastava che non facesse il fenomeno incomprensibile,-1
43767, haha embarrassing video,-1
126765, mou se ne è andato con 30 milioni in saccoccia tanto economico non mi sembra più che altro penso che lui non avesse più lo spogliatoio in pugno ,-1
165393,ci mancava pure che anche il capitano mimasse certi gesti che nulla hanno a che vedere con la svizzera iononcisto vergogna,-1
46044, pessimo come koulibaly che applaude quel juventino di mazzoleni che si è ancora una volta esibito in uno show incredibile con la seconda espulsione di quel morto di che andava lasciato a casa per come sta giocando e allucinante levare deluso,-1
49611, un bravo calciatore che sarri ha rovinato,-1
87161,nn abbiamo bisogno di queste cose si vince sul campo anche se mazzoleni lha falsata nn strumentalizzate la vicenda cori su facendoci passare come vittime la melma va combattuta in altro modo fuori dalle palle chiunque usi cori e frasi razziste internapoli,-1
123458, lui ha sbagliato a fare i complimenti a una societá che ha voluto rovinare l immagine di buffon e per colpa di loro hanno aperto una causa disciplinaria almeno per me non ci sono motivi per fare i complimenti a loro e scrivere hala madrid ,-1
3118, torna a casa torna alla il non fa per te,-1
46039, siamo tutti koulibaly grande giocatore a fanculo la gente di merda che fanno buuuu e poi quando gli segna un loro giocatore nero esultano come se fosse stato il figlio questa e demenza di una societa merdosa in cui viviamo oggi ,-1
87984, resta con noi non farci brutti scherzi eh ,-1
82916, io non ti ho visto per niente entusiasta ieri anzi mi sembravi a disagio come se fossi dove non volessi essere roma è casa tua c è poco da fare ,-1
165396, hahahahahahahahaahahaa still no thank you to you snake ,-1
85486, l accademia della crusca l ha spiegato deriva dal frutto arancia la forma è quella non deriva dall albero arancio mica mangi un albero giusto mangi il frutto quindi arancina lo spiego per tutto il resto di coloro che ancora non capisce un emerito grandissimo cazzo ciao ,-1
161221,inaccettabile tutto questo preso di mira tutta la partita l’arbitro aveva l’obbligo di sospendere tutto solo così potevate vincerla iostoconkoulibaly forzanapolisempre interistainfameprescritto,-1
82919, se messo nel ruolo di seconda punta o comunque negli ultimi 20 30 mt senza doversene fare 80 tra un azione e l altra agevola lui e la squadra stessa è palese poi che possa farlo non c è dubbio viste le qualità indiscutibili che ha ma rende decisamente meno ,-1
85484, ti ripeto se le altre squadre non hanno i soldi per prendere i neymar i mbappe ecc che ad oggi ci sia cr7 nel campionato italiano non serve a niente ps i diritti sono stati già assegnati come diceva prima stefano ,-1
46032, attaccate ar cazzo pezzo di merda,-1
43093, nedved sei uno schifoso simulatore stai zitto e ritorna nel tuo paese ,-1
41407, quindi non in una squadra che vince da 7 anni ma in una che o non vince da anni o non ha praticamente mai vinto certo che volete male a quel povero ragazzo,-1
82897, tweet incomprensibile da tifoso del napoli trovo sbagliato dare la colpa della sconfitta alla designazione di mazzoleni ,-1
48025, il bayer ti ha vomitato non tanto per la tua bravura calcistica ma perché sei una merda come uomo ,-1
48031, razzismo un gruppo di persone che è razzista con koulibaly e incita i propri giocatori di colore dai non è razzismo è ignoranza ,-1
90155, fottuto stronzo ho pianto per te per una settimana,-1
91847, ma chi è quel lurido maiale porco schifoso che dà i voti in quella cazzo di fogna che siete 5 5 ma che cazzo di partita avete visto pezzi di merda incompetenti porcoddio se perdo la partita per sta stronzata vi faccio causa infami ,-1
127320, nn è la seria a che fa schifo sei tu che sei un cazzo di bidone fuckoff,-1
85446, lascia parlare gli idioti continua così e sarai il n1 di sempre ,-1
85445, correa dal primo minuto lo trovo sempre superfluo determinante dalla panchina irritante dall inizio se non si cambia modulo non capisco perché non ripartire dalle certezze dello scorso anno 2 partite 2 assist invece correa da i minuto sembra felipe a 2017 18,-1
125323, che sfiga mi dispiace,-1
49641, napul e mill culur tu se uno di quelli e ne hai mille nel tuo cuore lascia stare chi certi sentimenti non puo sentirli perche al posto del cuore hanno solo frustrazioni gruoss frate ,-1
49660, che schifezza ,-1
165437,datemi una foto di con lo scudetto e nessuno si farà male,-1
47456, le ho lette mancato secondo giallo ad allan mancato rigore per l inter su keita corretti i due rossi se mazzoleni voleva far vincere una delle due squadre evidentemente non ci é riuscito ,-1
128873, io nemmeno capisco non ti so rispondere,-1
3061, per me sono scemi mi dispiacerebbe per mattia ma in giro ci sono difensori molto più forti di lui,-1
163028, se ci fosse stato avrebbero avuto più peso in attacco sbaglia totalmente le convocazioni e le formazioni ,-1
84753, rolling stones fa più schifo della juve e ho detto tutto ,-1
5142, si ma rimani triste lo stesso bomber ,-1
89525,e assurdo che un campione come te tra i centrocampisti piu forti d europa venga fatto fuori dalla nazionale per giocatori mediocri mi dispiace tantissimo martinez non capisce un cazzo di calcio ,-1
2300, ma quanto cazzo sei leccaculo che uomo ridicolo lecchi il luco a chi ha augurato la morte dei tui figli che schifo,-1
431,uno come che vince il titolo di capocannoniere e riporta la sua squadra in champions caricando la sulle spalle non puoi non portarlo al mondiale,-1
46015, perché i buu non erano razzisti se per fare spettacolo si vuol far credere questo è un altro caso i buu a insigne cosa erano razzismo nei confronti dei puffi ,-1
163716, vogliamo fare qualcosa contro questi arbitri che palesemente da 3 partite a questa parte ci danneggiano con decisioni allucinanti va bene essere superiori e non parlare di arbitri ma io la trovo una vergogna ce la diamo una mossa ,-1
163719,sbaglio o sul hanno scritto che potrebbe andare al anche se fosse vero ma come pagano con le carte di credito del nuovo monopoli ,-1
41401,se il pallonedoro non lo hanno vinto ne ne e lo vince bhe questo è un insulto al calcio cari miei ,-1
43750, varriale anche lei è uno scarto del giornalismo italiano ,-1
161196, siamo imbarazzanti,-1
163002, ehm credo sia chiaro che si tratta di una battuta ,-1
85455, speriamo che all ingresso non bloccano di nuovo tutto qualche anno fa già facemmo un iniziativa con le maschere di koulibaly ma non le fecero entrare ai tornelli sequestrarono tutto,-1
126743, eri un ottimo giocatore adesso ti sei rovinato ,-1
43757, è un paraculo schifoso,-1
87185, scusami se non ho capito che lo stavi perculando perdonami non capisco più un cazzo mi dimentico che tu non fai mai tweets seri,-1
125344, non mettete tutte le volte i goal fatti 24 anni fa che porta una sfiga assurda ,-1
163845, dico solo che ieri sera ho visto diverse trame offensive e che siamo arrivati più volte davanti alla porta anche se poi non abbiamo sfruttato a dovere le occasioni ,-1
3246, visto che parli solo inglese te lo dirò così go to take in the ass you and your fucking english mai vista una cosa così un calciatore italiano che non spiaccica una parola nella sua lingua vergognoso ,-1
1922,es una pena que te vayas a la jube anche quest’anno è volata via la vedi solo in fotografia perché in europa sei un pupazzo gobbo di merda attaccati a sto cazzo ,-1
90438, bugiardo hai scelto la juve solo perché ti ha rifiutato cr7day,-1
824, con questi nn vinceremo mai niente ,-1
45006, che pessimo attacco non capisco biglia ok che farà la panchina ma è stato rotto per un bel periodo comunque non mi piace questa nazionale,-1
126516, allegri multato di diecimila euro per aver detto di “non lamentarsi se poi i tifosi sono così” a proposito di idioti ebeti figurelle e analfabetismo juventino ,-1
84447, fegato spappolato ignorante godo merda ,-1
128552, hai giocato da fare schifo,-1
84449, non ce la faccio fede,-1
123642, eh sì si stavano scansando poi hanno pensato che tu e d altro avreste cagato il cazzo per giorni e non lo hanno fatto più ,-1
89267,comunque dico che i cori su lava e colera non sono la stessa cosa di prendersela con un conto è prendersela con una collettività un conto prendersela con un singolo gravi entrambi ma il secondo molto di più ,-1
88276, ma cos é questo schifo ,-1
1999, ripeto 3489948579 quando vuoi dove vuoi e come vuoi scimmia e ti ripeto non rispondere se non con il tuo recapito altrimenti ti vengo a cercare e ti do fuoco ti sto avvisando ultima volta 3489948579 aspetto un tuo messaggio,-1
161541,avviso per gli antijuventini più lo istighi è più forte messi e più ti spacca il culo si carica con queste cose ,-1
2000, ma perché avete dovuto vendere ma andate a fanculo bastardi pezzi di merda proprio il ninja no ma cosa credete che la squadra ha solo bisogno di calciatori la squadra ha bisogno di uomini uomini come lui che lottano ,-1
162706, non ci voglio credere deve essere tutto un incubo,-1
90435,nell acquisto di da parte di non ci trovo nulla di onorevole ma solo tanta disperazione da parte di chi vinto ed umiliato più volte invece di battere l avversario se lo compra ,-1
125625, purtroppo hanno subito molto le due decisioni arbitrali modric è scomparso girava palloni a vuoto e subasic imbarazzante han fatto il resto io credo di portare male perché ogni finale che vedo la squadra che supporto o simpatizzo perde sempre da una drcina d’anni e piu ,-1
42822,abbiamo appena terminato di pulire tutte le strade tagliato erba nelle aiuole e pulito i fossi manca solo più la vernice alla cancellata direi che nn stiamo più nella pelle benvenuto el messia ronaldoallajuve ronaldojuve,-1
125642, scimmia prima di dire razzista a me dillo a te stesso ho un impresa edile con 30 operai 12 sono stranieri e 18 italiani ho cacciato 5 stranieri e 7 italiani ma non per il loro colore della pelle o la loro cultura ma perché non rendevano,-1
4699, da milanista e italiano ti chiedo scusa io purtroppo gli interisti sono pezzi di merda ,-1
4689, 7 champions e suca parla quanto vuoi ora tanto il paragone con la lazio non esiste siete zero un punto di partenza per tutti perché si schifano a restare ciao ciao,-1
4694, i soli colpevoli sono i giornalisti e i presidenti per intimidire preventivamente gli arbitri e tutti quelli che continuano a istigare i tifosi ipocrisia vergognosa e pericolosa,-1
121789, sei un obeso di merda con i soldi che hai pagati un preparatore e mangia sano che così non duri a lungo palla di lardo che sei costretto a chiavare in maglietta,-1
46319, a me fa schifo che tutto quello che riguarda la juve passi sempre in secondo piano da a silenzio da tutte le parti si muove qualcosa laggiù e apriti cielo,-1
47201, dov’era quando è stato insultato benatia in diretta nazionale ah giusto buuu è più grave di un nn lo voglio nemmeno dire i giornalisti dovrebbero essere imparziali lei non lo è,-1
86828,però i tifosi sono stronzi tutti sti messaggi dei compagni di dicono una cosa sola ma come cazzo ai fatto ,-1
1985, rifiuta cazzo rifiuta l hai sempre detto che a milano non c è il sole ,-1
49329, vigliacco scorretto e piccolo uomo puoi averne dieci di coppe ma quello rimani,-1
44023, tranquillo non sei il solo quello è un bastardo gli ha bloccato il braccio attorcigliandolo al suo e poi lo ha strattonato verso terra con movimento arcuato negandogli la possibilità di bilanciare la caduta e costringendolo a cadere a peso morto sull altra spalla criminale ,-1
128536, che vergogna,-1
44996, ma tu vivi delle cazzate che leggi in giro soprattutto quelli che buttano merda sulla juve ti pare che uno come higuain si possa far scaricare come un sacco di letame e solo quello che sperate voi se dovesse andarsene è perché lo vuole anche lui,-1
84437, nel profondo del suo animo c è quel tarlo che corrode e rende piccolo piccolo ,-1
90449, dai beppino è come dare la colpa alla durex per aver messo il preservativo al contrario un errore tecnico,-1
48303, squadra mediocre senza qualità di una lentezza allucinante il 60 del tempo di una partita si perde nel giocare palla dietro brozovic che sbaglia ogni appoggio in attacco palle perse a ripetizioni da tutti senza mai provare a tirare e quando lo fanno neanche la porta,-1
4733, solo una parola imbarazzante l odio per la juve la rende cieco e da colpe agli juventini anche quando non ne hanno ,-1
88272,come interista non mi sento per niente parte di quella gente mi dispiace ce la partita e finita cosi mi dispiace di piu ce ci sono stati occasione inumane come quelle quello non era calcio internapoli koulibaly ,-1
121761, è più forte di voi capre ignoranti e demenzialmente idioti addio scemo non sei nessuno per poter occupare il mio spazio,-1
3388, ti brucia il culo perché preferiva il napoli alla juve ,-1
47229, vabbè ma insigne fa schifo ha fatto bene dybala due anni fa a dirgli “stai zitto che non hai vinto un cazzo” ,-1
83235, lei e un povero incompetente e si deve vergognare ogni giorno di quello che dice e scrive mi fermo qui perché mi reputo più intelligente di lei fiero di essere juventino ,-1
88251, oggi a bergamo hanno cantato venti minuti contro chiellini e altrettanto contro bonucci i giocatori avversari vengono insultati in ogni stadio ogni domenica e il colore non c entra niente finitela con ste lagne e accettate la sconfitta,-1
42850, ho avuto un eccesso di delusione diciamo cosi ,-1
88248,che suso salti la finale di non me ne frega una mazza che salti la finale di contro la mi fa incazzare però poi ci penso su un attimo e capisco buon anno a tutti ,-1
85711, hai capito tutto te allora ciao caro ti saluto che non ho voglia di parlare con chi si inventa scuse e giustificazioni inutili e patetiche x giustificare la perdita di un traguardo sportivo l avete perso e ci avete messo del vostro fatevene una ragione ,-1
45038, certo probabilmente non leggera neanche me ma quello che trovo urticante è la logica distorta di scrivere certe cose a un professionista appena silurato a un moldiale gentaglia ,-1
3419, si fa ride non ci si può attaccare al var zero idee davanti tanti lanci lunghi a casaccio e dietro si soffre sempre ,-1
125593,la difesa del stava facendo bene fino a questo punto l’unico errore fa segnare gli attaccanti ancora non si sono inseriti bene nel gioco di sarri tentano più il dribbling che un passaggio dai mister io credo in te sarri chelseamanchestercity,-1
125590, peccato due ottime partite non meritavate di perderle,-1
127547, credi di più in te stesso e vedrai che il ketchup si sbloccherà é triste vederti così demotivato ,-1
86884, l indagine che menzione ha un vizio di forma che la rende inutilizzabile un po come il tuo cervello ,-1
88240, mo così stamo messi ma se non arriviamo in champions prossimo anno peggio ,-1
4766, non seguo il calcio e non sapevo chi fossi fino a ieri mi voglio però scusare in quanto italiano chi ti ha urlato cori razzisti è solo una feccia della società italiana ,-1
41697, da tifoso interista non posso che essere demoralizzato per quel che si è sentito allo stadio non tutti sono così idioti oggi eri il migliore in campo ,-1
91525, ti fa molto onore sei decisamente al di sopra di questj tristi peronaggi,-1
86871, ma anche no ,-1
128571, questi mettono su un superteam è chiaro che a noi zaza o berardi non vadano bene neanche per il cazzo noi dovremmo essere al loro pari e invece siamo nella merda più totale e non c è luce in fondo al tunnel,-1
3401, è un fake simpatico ma è un fake,-1
163975, lo so si blocca e comunque dà problemi anche nella registrazione ,-1
91522, mi vergogno di pagarti,-1
89284,troppa fra e troppo x argentina fuori dai mondiali fuoriclasse del psg firma una doppietta ed è devastante con le sue accelerazioni malinconica uscita di scena di messi che incide poco in panchina e deludenti come albiceleste di sampaoli ,-1
122678, squadra stanca partita balorda é stato brutto anche il regalo di zaza 3 punti pesanti così nn va sostituzioni 0 allegri svegliati ,-1
45025, secondo me si poteva semplicemente evitare sto tweet non sono incazzato ,-1
45024, ma che cazzo vi avrà mai fatto icardi ti tanto brutto per avere questo trattamento da voi io non lo capiró mai ,-1
124456, perché ti ha deluso chi ama molto se ferito reagisce così ,-1
125611, you pay you pay quando perde poi da del complottista a delaurentiis ogni volt che apri ahel cesso dimostri la merda che sei in campo e fuori pagliaccio,-1
123633, ricapitolando bilancio inter napoli 1 morto 4 feriti insulti razzisti ad un calciatore mi fa schifo ció che è diventato il calcio queste porcherie le hanno sulla coscienza presidenti staff e giornalisti che in ogni occasione fanno di tutto per esasperare gli animi ,-1
127568, il morto non è nemmeno vostro diciamo che basta questa frase a spiegare la tua pochezza come se un morto fosse di qualcuno ,-1
165086, hanno una formazione base che ad oggi é più forte della nostra e non hanno umiliato i tifosi vedendo i big a me non pare poco ,-1
84454, ma vai a cagare pietro vergognatevi siete la vergogna d italia,-1
85747,la risposta di ai cori razzisti a roma fu questa stigmatizziamo e allontaniamo dagli stadi gli idioti che hanno fatto gli ignobili cori contro cui va la mia piena solidarietà ma non si può giustificare l applauso così,-1
90457, sei solo un coglione e sfigato di merda e inutile che tu cerchi di prendere per il culo gli italiani e i napoletani é sempre stato tifoso bianconero e sempre lo sarà solojuve napoliesplodi adlperdentenato,-1
