,tweet_text,sentiment
39839,non mi sarei mai aspettato che un giorno avrei potuto dire benvenuto cr7allajuventus finoallafine,1
113599,prontissima per il futuro arrivo alla juventus di non vedo l ora di poterlo andare a vedere forza juve ,1
39842,stiamo con te forza campione ,1
147722, stai ancora qua piangi fallito hahahahahaha spettacolo spettacolo spettacolo spettacolo spettacolo spettacolo spettacolo spettacolo spettacolo,1
58501,l inserimento di da parte del è un ottima operazione perché in arrivo da una squadra retrocessa come lo avrà nella prossima stagione un giocatore che non è uguale a ma che più si avvicina all egiziano per caratteristiche ,1
100803, sei un campione di calcio e di simpatia grande quadrado ,1
58499,non è detto può mettere il dito in c anche a tanti suoi nuovi compagni dybala x esempio pure è carino ,1
72741,quanto ti amo ,1
130257, festeggiamo alla grande perché oggi essere juventino è veramente bellissimo my7h,1
100876, te la rubo sia grazie,1
100956, grazie mi zio now liverpool pronto,1
39721, condivido tutto con voi siamo dei grandi tifosi della juve,1
100951,ma guardatelo con quella coppa you are incredible ,1
130314,grazie e per la bellissima sorpresa ai nostri piccoli pazienti,1
39727, fiero di te mio capitano,1
130311, mister nogood oggi sei un mister yeeeeeesagood mitico ,1
113532, un abbraccio coco ,1
100942, si trova a londra ma io ho sempre e comunque occhi solo per te più che di alvaro devo stare attento di tuo marito ,1
130308,daaaaale franciaaaaaaaaaa dale man te amo boludo,1
20374, grazie per la passione che ci hai fatto vedere o ,1
58578, io a milik lo stimo a me piace ma in attacco abbiamo solo lui lo volete capire editorna forzanapoli ,1
147540,anche soffrire fa parte del gioco grande prova di carattere forzanapolisempre napolibologna 3 2 ,1
72666, buon anno,1
72668, ringrazio per il pass per vedere questa partita speciale in uno stadio speciale come il bernabeu,1
39740, dopo il mondiale vuoi capire con la cosa è meglio x entrambi xche vuoi andare via il popolo bianconero ti ama sei un gran difensore centrale ottimo negli anticipi bravo ad impostare amato dal popolo che motivo hai nn fare cazzate medhi,1
100932, semplicemente spettacolare great fernando ,1
147551, sei un grande ti stimo,1
100929, è stata un espulsione preordinata tu grande come sempre ,1
39743, forza grande campione sono con te un tifoso juventino ,1
39744, complimenti alla juve per ronaldo sono stati bravissimi e mi congratulo sinceramente con loro detto questo tweet imbarazzante fate quello che sapete fare ormai pure male purtroppo e pensate alla musica che di lezioni di vita faccio senza grazie,1
72679,goal in rovesciata standing ovation paratici tesse la tela andrea prende l aereo 15 mln all anno skjuve che ti dedica 2 settimane di programmazione hey deal ,1
20352, spero solo non sia sulla via del tramonto vidic amp co docent… amala,1
130296,tanti auguri campione ,1
147559,che goduria al 91’ dopo aver perso tempo per 3 4 della partita grazie cagliarinapoli,1
100955,napoligozzano ottima prestazione di oltre il goal vedo un un po arrabbiato chissà e un rog che nonostante tutto sembra sempre fuori schema è un po in affanno forzanapolisempre,1
100957, per all l ufficialità può arrivare entro oggi grazie ,1
100877, è stato un privilegio averti con noi e non ti dimenticheremo asroma ,1
20393, gli esperti professori del piffero ”si ma al napoli serve un centravanti a livello europeo” e milik vedrete che farà un grande mondiale e c’è l’abbiamo noi ,1
100974, non augurerei mai una cosa del genere a un patrimonio del calcio mondiale è l atleta perfetto impossibile che abbia guai muscolari tendinei ecc ,1
130329, combattiamo perché non accada più in nessun stadio e per nessun altro qualunque squadra esso appartenga sono orgoglioso di voi e vi supporterò sempre al di là del risultato fns kalidou napoli sarà sempre casa tua ,1
147500, è un sogno sembra veramente più felice lui di indossare quella maglia che noi nel vedergliela addosso si aggiunge l’incredibile all’impossibile ,1
72631, anche a te e famiglia ,1
58592,cara in questi giorni frenetici e pieni di sogni lancio un appello 30 milioni di € all’anno li cacciamo noi tifosi comprando ognuno una sua maglietta marotta pensaci noi a lo vogliamo siamo disposti a stare sempre con la 7 sulle spalle tutticonla7,1
20414,miglior in campo per distacco per me è stato e poi non ammetto repliche empoliinter,1
20413, dai enrì li hai fatti fuori quasi tutti e venerdì sei in una botte di ferro perché uno fra matuidi e bentancur sicuramente deluderà ,1
20411, grazie a te di tutto anni indimenticabili il primo gol allo stadium resterà nella storia buona fortuna e finoallafineforzajuventus,1
130323, grazie,1
20409, e finalmente mi sto emozionando come non mai vi voglio bene ragazzi ,1
39714, bella e semplice oriana ma accanto alla super eleganza di paulo l avrei voluto che anche lei in un bel abitino solo un mio parere ,1
147508, auguri leo a te e alla bella famiglia,1
39716, zio pat sei indiscutibilmente uno di noi ,1
58589, sei un grande tutta la mia piena solidarietà e vicinanza ,1
58588, bravissimo mario sei veramente un guerriero ,1
20402, bravo a farti trovare pronto quando vieni chiamato questo è segno di rispetto e il modo migliore di far parlare di te continua così che hai doti tecniche e fisiche impressionanti non fermarti ,1
20401,cara come sempre da apprezzare il vostro equilibrio e distacco nel giudicare gli episodi a favore di pensate quanto sarebbe bello fosse così per tutte le squadre complimenti anche per aver visto il fallo di su olsen,1
20400,il sior ninja pare felice come uno che ha preso un calcio nei coglioni a sua insaputa ciao,1
147512, grande bello come quando venivi ad orbetello al memorialgrassi,1
20398, grande speedy matteo portaci in alto auguri ,1
130319, in bocca al lupo a tutti ,1
100959, grande la croazia arrivata in semifinale il 7 luglio ,1
100958, ha veramente dimostrando di essere grande oggi altruista ,1
147560, daiii aspettiamo la tua foto con la bacheca della juve ,1
20348, fosse stato per il ninja sarebbe rimasto a roma ma come te sono convinto che sentira presto il calore di noi tifosi ,1
20346, grazie e buona domenica anche a te ,1
147562, che bella famiglia complimenti juventusxmas,1
72717, sembra dire eccomi qua grande cristiano,1
20305, l’erede perfetto di zanetti non poteva essere altrimenti mauro è l’inter rinnovo a vita ,1
72718, come dicevo facciamo orrendamente pena pena,1
100892, a uno a uno stanno tornando mi auguro che tu sia uno dei prossimi intanto auguroni per i gemelli a te e a tua moglie ,1
147607, auguri juan buon compleanno campione fino alla fine,1
58547, finoallafine forzajuve finoallafineforzajuventus baglio genovesi ospitalità rurale,1
58546, è vero che punta sui giovani ma ha chiesto un 30enne x l esperienza e x me come tutti i tifosi napoletani è il migliore ,1
39778, pipita spero che rimanga alla ma se dovessi partire grazie per questi due anni meravigliosi sempre nel mio cuore ,1
72725,senza un’idea senza un briciolo di gioco non si va da nessuna parte anche se dalla tua hai uno dei migliori giocatori del mondo arg la cro invece è squadra vera con tanta tecnica e talento su tutti spicca la stella di argentinacroazia rusia2018 ,1
147615,per me questo rimane gol tvb joya ,1
20294,l inviato che mezz ora prima dell inizio di una partita più che importante chiede a se gli danno fastidio le voci circa la sua situazione futura complimenti all inviato bordocampo del bologna ,1
100886, complimenti ciccio per il tuo commento icardi è il nostro capitano e deve rimanere nell inter in più noi interisti non vogliamo gobbi ,1
58545, è una piacevole riscoperta io lo prenderei subito assieme a nettamente meglio di dicono male scezni io nn credo sia colpa sua sul goal il difensore centrale si xde gianni mina ,1
113560, sei grande ed il tuo colore è bello come la tua anima e ti vogliamo bene ma tanto tanto bene sono un tifoso interista,1
113562, vado a prenderlo in grecia l attesa mi logora ,1
130259,non so chi dei due sia più felice humildad sois especial ,1
20286, mario lei merita tutta la mia stima,1
100879, avoglia se ha ragione maestro vero,1
72735, ti voglio bene capitano grande gigi ,1
147626, ciao luka volevo farti i complimenti per la stagione grandiosa che hai fatto sei stato davvero forte decisivo e penso che il pallone d’oro lo meriti chissà magari che ci incontreremo ancora e saremo noi i vincitori questa volta ,1
72737, sei un grande sia in campo che fuori siamotuttikoulibaly ,1
20280,ciao ti ho adorato è stato un anno intenso forse il primo da quando abbia memoria in cui ogni volta gli avversari si avvicinavano alla nostra area non avevo timori tanto c eri tu non ti augurerò un in bocca al lupo solo un addio,1
147628, spettacolare ,1
72716, grazie a te per questi 7 anni in bocca al lupo per la tua nuova avventura ,1
147600, grazie ,1
100894, se nn venivi espulso con il cavolo che vincevano grande giocatore ma soprattutto grande uomo siamo tt con te ,1
58558, uomo nero uomo vero io sto con te kalidou sempre più simbolo della mia squadra è immagine di questa città onore a chi come noi è fiero delle proprie origini ,1
130293, siete bellissimi i sorrisi per zittire l odio,1
100921, bello te amo,1
113544, buon anno ragazzi meravigliosi ,1
72687, ho conosciuto solamente una grande dimostrazione d’amore i giocatori decidono il loro destino dopo totti tutti cedibili ,1
39755, complimenti da quando sei entrato è cambiata la partita ,1
130287, sono con te fratello mio è tutto fuori da ogni logica il calcio dovrebbe essere amore per la vita fuori dallo stadio s sono dati botte e coltelli tu hai subito un’ingiustizia era sotto gli occhi di tutti sei sempre il migliore kk,1
130286,ciao dimenticate er sole de roma ma grazie per aver difeso alla grande i nostri pali maledettacorsaalloro,1
113551, mariooooo ti aspettiamo alla continassa dajeeeeeeeee finoallafine,1
72697, pallone d’oro se non riesce a vincerlo dopo ciò che ha vinto ciò che fa in campo beh allora è proprio un premio fatto a piacere ,1
147580, poli sei un grande metti sempre il cuore ti meriti quella maglia al 100 ,1
58557, ciao gigi ti auguro un felice anno nuovo vivo in bourgogne ma saro juventino per sempre ,1
72713, non perdere mai il tuo meraviglioso sorriso ,1
58556,amore che vieni amore che vai cr7allajuventus,1
147585, auguri marioneee ,1
58554,la solita grande gara di giocatore per me troppo sottovalutato movimento difesa della palla sponde grande finalizzatore fantastico punto di riferimento ,1
100903, bravo gonzalo io non dimentico i due anni vincenti con noi e poi sono contento anche per gattuso,1
20320, mi piace molto ,1
100902, un interista razzista è un coglione che non ha capito per che squadra tifa sei un gran giocatore buon campionato a te ma forza inter ,1
39768, mi chiedono di cambiare nome e pic ma io ti aspetto e sono sicuro non mi deluderai ,1
100899, che commenta così la foto ad andrea torna rafi ,1
130274, primo gol falsato da un colpo di mano galeotto probabilmente il var allo stadio sancesso è rinchiusa in qualche latrina la meno lurida dello stadio e i moviolisti non la usano perché troppo invasi dalla puzza bene così un successo sesquipedale ,1
39772, grandi attenzionare così i giovani meravigliosi,1
39861, su dai io oggi ho messo da parte tutte le malinconie e mi sono affidato all entusiasmo di e sai una cosa e successa una cosa bella non ti sto prendendo per il culo giuro ,1
58486, si avete ragione vale almeno 2 ciao ,1
20424, grazie,1
19948,ottima partita da parte dell e gran prestazione da parte di peccato per l infortunio di e per la sfortuna che ha avuto l in certe occasioni uefa europaleague final marsigliaatletico atleticomadrid calcio,1
147922, felice natale a voi ,1
113676, vedrai quanta palta ti mangi ma tanta tanta ,1
147924, ti ho visto malinconico in confza anke a me e penso a tutto il pop gr dispiace tanto sei stato un vero gladiatore in bocca al lupo,1
58414,finoallafine fiocco azzurro per e nato il piccolo liam congratulazioni e felicitazioni a mamma e papà ,1
19942, e questo ti fa un grande onore basta ipocrisie ,1
100661,impossibile non amare marione per fortuna gioca con madama croaziainghilterra,1
130104, soffre come noi sugli spalti e questo era è e sarà per sempre il nostro più grande valore aggiunto plzen ,1
58411, forte fisicamente e tecnicamente molto valido deve rimanere in bianconero ,1
19935, buon natale anche a te e alla tua bellissima famiglia ,1
19933, esattamente è stata una botta durissima per lui ,1
147935, così tante bordate che a inizio conferenza li ha anche ringraziati fate i bravi e se pensate di essere meglio di ausilio complimentato anche da spalletti mandate un curriculum ,1
39966,anche la maglia cessa con la toppa diviene meravigliosa indossata da ,1
147937,auguri pipita ,1
39967, bravissimo paul complimenti e torna alla juve ,1
39968,dopo tutto quello che si è detto nei giorni scorsi ora è tutto vero dovrò tifare anche per il calciatore che più mi sta sul cazzo al mondo vederlo con la maglia n°7 della ma chi se ne fotte indossa la maglia bianconera e quindi forza ,1
147940, tanti auguri bomber anche da un tifoso bianconero ,1
19924, meritato ,1
39970, daje ninja resta con noi se non vuoi andare deve dirlo solo pubblicamente al resto ci penserà roma e romanisti ,1
147943, sempre un piacere vederti giocare la dedizione e la garra che ci metti insieme alla tua imprevedibilità ti rendono importantissimo per questa squadra grande polipoli ,1
100647,auguri ,1
147945, complimenti bellissima famiglia ,1
72996, l’inter ha meritato koulibaly ha sbagliato a perculare l’arbitro tutto insegna,1
72997,buon natale campione lajoya paulo dybala christmasday christmaseve2018 ,1
39955,grande gesto da parte dei tifosi del belgio probabilmente non servirà a molto ma come si dice a roma uno ce prova lanciamo l hashtag jesuisradja ,1
19949, il silenzio era lá miglior risposta ,1
19914, complimenti al grandissimo per la rete 5000 della finoallafine ,1
100665, buon anno a te e famiglia naturalmente anche a tutti i cuori azzurri ,1
39940, bravi blaise congratulazioni a voi mi puoi salutare paul ,1
100684, perché un giorno sarebbe stato re di turchia e fenerbahce cosa ne pensi il re ha successo sev we love you numberoneronaldo cr7,1
19980,un giocatore super disponibile e gentilissimo con tutti in bocca al lupo per la tua nuova avventura ,1
113664, comincia la per i nostri bianconeri oggi in campo e domani toccherà a in bocca al lupo ragazzi ,1
147897,facciamo prima a comprare il real se dopo cr7 ci raggiungono pure zidane e a me va più che bene,1
19977, vaaai colombia ,1
72958,la notizia amara che attende ma sampaoli può fare un piacere alla fiorentina,1
130119, grazie mille ,1
72960, meglio cosi l allenatore e un testa di cazzo e non fara molta strada al mondiale resti sempre un guerriero ,1
113667, mi raccomando ora che sale la sua quotazione vendiamolo,1
58423,comunque vada per la juveworldcup sarà un successo uno tra e sarà campione del mondo croaziainghilterra worldcup mondiali,1
130115, in bocca al lupo pepe per questa nuova avventura ,1
19967, io sono di parte lo adoro troppo qualunque cosa fa per me va bene lo so non sono obiettivo ma di lui alla roma non farei mai a meno,1
113670, un sentito grazie a retropassamoah da parte di tutto il popolo juventino per il goal che ha permesso di fare a mandzukic e che ci ha fatto vincere contro i cartonati cento di queste situazioni ,1
147909, l ammiro moltissimo signor cristiano per aver mostrato a tutti noi la sua grande forza fisica mentale ed emozionale vivendo immensamente la sfida più importante la vita chapeau finoallafine,1
19963, unodinoi buona vita ,1
100673, buon anno giusi grazie ,1
100671,cuore grande ,1
19958, non è mai troppo tardi per cambiare squadra resti cmq la number one la mia preferita la donna ,1
100668,grande campione il più forte di sempre goat ti prego non andare dai gobbi sto già cominciando a fare il lecchino a questo,1
100667, fino alla fine vincete il mondiale daiii mandzukic sei bravissimo,1
147917,benvenuto benvenuto a casa finoallafine,1
72975, fateci vedere che siete i piu forti del mondo molti italiani tifavano per voi forza croazia siete tutti noi ,1
100645, grazie mille ale contraccambio di ,1
19913, ma quanto sei fantastico non ti stanchi mai top ,1
58484,radja sarà dolorosissimo vederti a strisce nerazzurre e so che farai un campionato strepitoso ma tu sei e sarai sempre nel cuore dei veri tifosi romanisti un giocatore lo vedi dal coraggio dall altruismo e dalla fantasia radjadijedeno radjanonsitocca,1
39998,ciao mi sento di ringraziarti x tutto quello che hai fatto x noi sei stato uno di noi hai difeso napoli come pochi anzi pochissimi ci hai voluto bene e so che ce ne vorrai ancora come noi ne vorremmo a te rimarrai x sempre partenopeo forzanapolisempre,1
100615, buon lavoro e mondiale spero di rivederti ad agosto con la juve ,1
100614, noi siamo tutti con te oggi più che mai siamotuttikoulibaly,1
19866,buon compleanno per sempre grati a te ,1
73036, caxxo che gruppo che siete vi amiamo tutti difendiamo la città ed i suoi uomini ,1
58383, buon compleanno fra dio ti benedica ,1
19862, logico mica lo dicono ma va la tutti hanno degli obbiettivi vincere non ha fatto però grandi proclami e ha fatto molto bene chiaro che non direbbero mai sono qui per perdere i tifosi lo menano hahaha,1
19861,editorna mi fa male la mano ma non la smetto per te matadoooorrr ,1
130070, hai ragione comunicazione juve 10 e lode ,1
100609,ti ricorderò sempre così ,1
19858, manca la ciliegina di riportalo a casa grazie riprendirafinha interishere inter amala,1
58382, in ci sono i 4 pilastri della squadra alessio in difesa baka a centrocampo gonzalo in attacco e il grande mister scelta azzeccata ,1
113705, giorgio sei stato impeccabile anche stasera grazie nostro king kong bianconero finoallafine ,1
130067, non siate ossessionati in fondo una l avete vinta ,1
100605, panita el 21 e un numero che porta fortuna e fa fare tanti goal pirlo zidane e tanti altri hanno indossato la 21,1
113706,lasciando da parte rigori dubbi fuorigioco var la sampdoria sta facendo un ottimo campionato 29 punti in 19 partite non è da tutti e gran parte del merito lo si deve a questo signore qui semplicemente immortale complimenti complimenti ,1
40008, il ninja può cambiarti la partita con una giocata in piu ci mette la grinta che manca a volte nel centrocampo dell inter amala ,1
73047, perche perche e un ex giocatore di calcio ,1
100602, buon compleanno capitano e sempre fvcg ,1
73052, finallyyyyy benvenuto a casa finoallafine,1
100598,complimenti alla x quello che ha fatto vittorie finali di champions ed ora porta il più forte al mondo in italia portando visibilità e spettacolo al nostro calcio qualcuno prenda esempio ci sarà storia ma sarà uno spettacolo vedere in italia ,1
148014, grande yuventus grazie capitano insieme sarebbe stato ancora più bello,1
19841,positive 0 00477730669081211090087890625,1
100595, mannaggia questi forti cattivoni che campionato però senza interesse ,1
130074, forza ragazzi ,1
58386, sei grande stefano un uomo di grande caratura da sempre il mio idolo,1
130094, di no a qualsiasi cessione rimani a roma grande ninja,1
73029,una cessione assurda e ingiusta credevo davvero che saresti rimasto con noi per sempre non riesco a immaginarti con un’altra maglia ciao ninja ci mancherai grazie per aver sempre lottato con passione per questi colori colori che spero non dimenticherai mai ,1
147951, sei stato grandissimo sei un guerriero comunque e sempre good ,1
58399, grandisismi ragazzi siete fortissimi orgogliosa di tifare questa squadra,1
19904, anche a me è piaciuto ,1
19903, benvenuti nella nostra grande famiglia e benvenuti in italia ,1
147958, bravi ragazzi ,1
147960, da milanista non mi resta altro che farvi i complimenti e invidiarvi adesso sì che la champions è a portata di mano ,1
100635, buon anno kalidou ti chiedo scusa come cittadino italiano ma ricordati che la vera italia è un altra sei un grande ,1
39981, condivido il tuo pensiero su poi da tifoso mi chiedo perché va via e spero che che qualcuno ce lo dica con sincerità,1
39982, fratello siamo sempre con te non lasciare mai napoli perché la tua famiglia è qui te voglio bene assaje fra’ ,1
58396,bravo lukita ,1
19894, ti stimiamo e tifiamo per te ti aspettiamo prestissimo grande uomo forzanapolisempre,1
39985, esatto come ho riportato bravo paolo ,1
19891,era praticamente destino che dovesse vestire i nostri colori già prima di andare al napoli era interessato a venire a torino ,1
39986, non potete uscire dal campo guando state vincendo e questo e vero se napoli stanno vincendo prima di curi racisti non credo potevanno tutti abbandonato il loro 3 punti ,1
39990, bravo bryan bella partita ,1
19885, sei grande fra stai sempre con la testa alta sei un bravissimo giocatore notoracism,1
73021, giusto niko analisi perfetta della vicenda che direi dopo oggi ci conviene dimenticare e pensare a chi lo sostituirà ed al ns futuro il sig becker è passato,1
39993, quanto amo questa foto non puoi capirlo ,1
58388,16luglio è il giorno di anche se sono sampdoriano la frenesia è tanta benvenuto campione finalmente si vedrà un pò di spettacolo in questo campionato scadente dazn merda,1
147983, ci spero davvero concordo con te ,1
73026,ma ho capito bene che rimane con noi se è vero quest anno non ci batte nessuno grazie per questo calciomercato il migliore di sempre tra gli arrivi e le non cessioni la squadra fa paura agli altri juventus finoallafine benatia juve,1
73027, italia tifa argentina vamos forza argentina da un italiano ,1
19875, grazie ma ora ufficializzate che è il 7 07 grazie ancora cr7,1
19984,grazie grazie grazie ,1
130124, nel periodo più difficile hai fatto grandi miracoli vai così,1
147887, il nostro capitano forzainter amala inter fcinternazionale intermilan solointer interisti interista fcinter fcim internazionale nerazzurri pazzainteramala ,1
72873, giusto una domanda delicata e senza polemiche ci mancherebbe ordunque volevo sapere lor signori ma che cazzo state combinando zaza e berardi z a z a e b e r a r di quelli e noi z a z a e b e r a r d i ridateci il nostro milan ,1
39883, sei un grande ,1
